person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income,loan_status_final,repayment_flag,last_payment_status,random_score_1,random_score_2,duplicate_feature
22,26400.0,OWN,1.0,PERSONAL,C,7300.0,13.61,0,0.28,self_emp,Urban,794.0,3300.0,-0.001592017115866396,0.047591102652580854,100,62.38187674358009,463,22
30,60000.0,RENT,0.0,PERSONAL,B,12000.0,11.71,0,0.2,self_emp,URBAN,883.0,2280.0,0.010129428846697812,-0.003659085127050138,100,96.24562625810474,181,30
23,55000.0,MORTGAGE,7.0,VENTURE,A,5200.0,,0,0.09,Self-employed,RURAL,570.0,5640.0,-0.0017952983397592041,0.034636618773185954,100,4.227163522177612,654,23
24,56000.0,MORTGAGE,5.0,MEDICAL,A,17400.0,,0,0.31,employed,URBAN,669.0,6840.0,0.023440537788326263,0.0015343176440467416,100,17.497850895419308,619,24
23,49000.0,MORTGAGE,7.0,EDUCATION,C,4000.0,13.99,0,0.08,employed,URBAN,853.0,4080.0,0.0013376057405422924,0.013955921237536972,100,38.004882664636284,174,23
27,,MORTGAGE,11.0,DEBTCONSOLIDATION,A,24000.0,,0,0.21,Self-employed,Rural,866.0,7860.0,0.010617847669583211,-0.0043864058149310995,100,62.13599015956436,743,27
24,65000.0,MORTGAGE,1.0,MEDICAL,A,10000.0,8.59,0,0.15,employed,Urban,,2280.0,0.008052398579044068,0.011231234891144649,100,32.9517673072018,381,24
30,143000.0,MORTGAGE,11.0,PERSONAL,A,,8.49,0,0.13,employed,URBAN,546.0,5820.0,-0.0003644732025803771,0.050003827877261535,100,71.18740203983907,334,30
28,75000.0,MORTGAGE,,MEDICAL,B,20000.0,12.18,0,0.27,employed,RURAL,,3600.0,0.0033196392856655365,-0.0746461213157555,100,60.06365585782093,970,28
23,60000.0,RENT,6.0,DEBTCONSOLIDATION,B,22000.0,10.25,1,0.37,employed,RURAL,,10980.0,1.0051009873120726,0.9712932288819449,0,39.796617770793986,501,23
23,113200.0,MORTGAGE,3.0,EDUCATION,B,24250.0,10.62,0,0.21,Self-employed,URBAN,603.0,10320.0,-0.005725860481265273,0.07202871489538085,100,50.82409786985201,486,23
23,69000.0,RENT,,EDUCATION,D,3800.0,15.28,1,0.06,self_emp,URBAN,602.0,1500.0,1.0206994773906968,0.9298563082298813,0,92.40242612768648,547,23
28,158367.0,MORTGAGE,5.0,MEDICAL,A,12000.0,6.62,0,0.08,employed,Rural,701.0,3600.0,0.008543693203494214,-0.07396076272224547,100,78.60918351512605,944,28
22,52000.0,MORTGAGE,5.0,EDUCATION,A,6000.0,7.9,0,0.12,employed,Urban,,7020.0,0.018627596863802824,-0.027530581319356002,100,44.245578873972434,939,22
28,90000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,C,,14.79,0,0.06,Employed,Rural,,3720.0,-0.006293742112064558,0.05614240475246808,100,54.74694984274203,276,28
35,55000.0,MORTGAGE,14.0,PERSONAL,A,15000.0,8.49,0,0.27,employed,Urban,861.0,75420.0,0.007018822520592939,-0.000644589177919985,100,3.2535603027285087,625,35
26,115000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000.0,12.87,0,0.13,self_emp,Urban,528.0,16140.0,0.013385195085812722,-0.018693703981189396,100,49.79473335080343,56,26
25,,RENT,2.0,VENTURE,A,4000.0,7.75,0,0.17,Employed,Urban,661.0,4920.0,-0.00896333332971996,0.027254287820560504,100,42.631594127540964,108,25
25,74000.0,OWN,1.0,VENTURE,A,16000.0,8.49,0,0.22,Employed,Rural,534.0,6720.0,0.017379047618352503,0.07964891824409287,100,81.53521336376443,836,25
26,120000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,C,20000.0,13.79,0,0.17,Employed,Rural,882.0,5640.0,-0.009750988557869399,0.0003642486120736736,100,18.192437452303167,907,26
31,39000.0,RENT,5.0,MEDICAL,B,9000.0,10.71,0,0.23,Self-employed,RURAL,,4260.0,-0.013411300326557107,-0.020089712147994963,100,17.631024953400832,62,31
24,,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000.0,,0,0.07,employed,RURAL,559.0,5820.0,0.004321202439837695,0.07979876200746294,100,2.2440529508664486,479,24
35,77268.0,MORTGAGE,11.0,EDUCATION,C,7500.0,11.03,0,0.1,self_emp,RURAL,696.0,4740.0,-0.00045710754645827495,-0.010498445312908215,100,54.58404902449689,698,35
28,,MORTGAGE,12.0,DEBTCONSOLIDATION,A,8000.0,6.76,0,0.07,employed,URBAN,876.0,12240.0,-0.00438524505604982,0.05430282613468586,100,29.869912872872884,889,28
29,56048.0,RENT,4.0,PERSONAL,A,,6.39,0,0.09,self_emp,URBAN,855.0,8760.0,0.0157980695740155,-0.030569001048684742,100,46.88719069766102,422,29
23,,MORTGAGE,7.0,PERSONAL,C,2000.0,14.26,0,0.03,self_emp,RURAL,736.0,2940.0,0.021669592672469658,-0.05484917218165021,100,39.69759755202963,511,23
28,142000.0,MORTGAGE,3.0,EDUCATION,B,18000.0,10.38,0,0.13,Employed,Urban,,4560.0,-0.008979419856402304,-0.0370846999444557,100,82.70895487742987,763,28
30,31200.0,RENT,0.0,EDUCATION,C,3100.0,13.35,0,0.1,employed,RURAL,681.0,3480.0,-0.00019680754328269372,0.0557853310880042,100,71.65070842141765,856,30
30,52000.0,MORTGAGE,4.0,EDUCATION,C,4200.0,,0,0.08,employed,RURAL,883.0,4380.0,-0.010851415431623329,-0.06206058279709749,100,81.24204632166663,790,30
27,60000.0,RENT,3.0,VENTURE,F,7000.0,19.47,0,0.12,Self-employed,RURAL,753.0,7620.0,-0.0015308373300965544,-0.08731954601074678,100,48.636441848332254,470,27
29,52000.0,MORTGAGE,6.0,MEDICAL,B,7800.0,10.36,0,0.15,Employed,Urban,813.0,15480.0,0.0041732930166043965,-0.05561465778982055,100,36.80914081188017,809,29
24,55000.0,RENT,5.0,HOMEIMPROVEMENT,A,10000.0,5.42,0,0.18,Self-employed,RURAL,848.0,5580.0,0.0052423017995203,-0.03883681041235743,100,76.51448408800825,212,24
25,52000.0,RENT,3.0,EDUCATION,B,7200.0,12.69,0,0.14,Self-employed,Rural,658.0,12780.0,0.021704521789445562,-0.015163285528850429,100,36.152407678293926,110,25
24,36500.0,MORTGAGE,0.0,EDUCATION,C,7000.0,13.16,0,0.19,Self-employed,RURAL,897.0,2340.0,0.01150136803679616,-0.027385842944983335,100,85.884464740688,637,24
31,75000.0,RENT,2.0,VENTURE,A,6000.0,7.68,0,0.08,self_emp,RURAL,782.0,4380.0,0.0006609424629897591,0.0840249980088637,100,39.71982368612898,422,31
26,63000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,3800.0,12.04,0,0.06,Employed,URBAN,,1560.0,0.005310851309759498,0.03927743345682006,100,88.9773247831306,361,26
22,34992.0,RENT,1.0,PERSONAL,B,,,0,0.14,Employed,Rural,537.0,3720.0,-0.009926590154515814,0.04236026261832168,100,86.09655210028278,391,22
25,50000.0,RENT,0.0,EDUCATION,A,2900.0,8.0,0,0.06,Employed,Rural,,3300.0,-0.005488050227771684,-0.016785697819419642,100,55.444682072567154,920,25
31,,RENT,,MEDICAL,A,1800.0,8.59,0,0.07,Employed,RURAL,719.0,12180.0,0.004564980352506459,0.04060982212534415,100,69.66030818587089,364,31
30,120000.0,RENT,0.0,HOMEIMPROVEMENT,A,4800.0,7.4,0,0.04,Self-employed,RURAL,900.0,7380.0,0.0069842513438437195,-0.03410573296562553,100,60.88287001535817,101,30
24,54000.0,MORTGAGE,5.0,MEDICAL,B,9000.0,11.14,0,0.17,Self-employed,Rural,701.0,9540.0,0.00460197681230041,0.015746423422221108,100,21.01483389392339,430,24
38,72000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,,5.99,0,0.08,employed,RURAL,,10860.0,6.984916255938689e-05,0.03518066420384226,100,90.05402563215539,409,38
31,29000.0,MORTGAGE,6.0,PERSONAL,D,5000.0,15.99,0,0.17,Employed,Rural,511.0,4440.0,-0.006361984412021286,-0.030526738378641245,100,8.66677372357344,462,31
24,122000.0,RENT,4.0,EDUCATION,B,15000.0,11.58,0,0.12,employed,URBAN,647.0,15360.0,0.018549873574806565,-0.041768097330882145,100,9.45330531266566,797,24
31,,RENT,1.0,MEDICAL,B,,,0,0.09,Employed,Rural,786.0,8520.0,0.010199286054277548,0.007204644164725613,100,91.19448566283526,835,31
23,90000.0,RENT,5.0,MEDICAL,A,8000.0,6.92,0,0.09,self_emp,RURAL,664.0,12180.0,0.005347039496361981,-0.0624888658209754,100,3.5384129109471973,359,23
22,49920.0,MORTGAGE,1.0,EDUCATION,C,10000.0,,0,0.2,employed,RURAL,882.0,1500.0,0.010295669238227513,0.005168009933128013,100,42.57647768239601,221,22
33,51000.0,MORTGAGE,,MEDICAL,A,7200.0,,0,0.14,self_emp,RURAL,772.0,4980.0,-0.005082651460833205,-0.014706457066463131,100,25.138233910222475,469,33
38,313000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,21600.0,,0,0.07,self_emp,Rural,673.0,5280.0,-0.0012528662276943792,0.03999067001628609,100,12.700433158170355,853,38
25,46500.0,RENT,1.0,EDUCATION,B,6000.0,8.88,0,0.13,employed,RURAL,698.0,1500.0,-0.004220058967090802,0.017814002487080382,100,40.49350942101494,86,25
30,33000.0,RENT,4.0,MEDICAL,C,1000.0,14.79,0,0.03,Self-employed,URBAN,603.0,1740.0,0.012082747406521393,0.05437052768183496,100,42.8581859293113,137,30
28,50000.0,RENT,12.0,DEBTCONSOLIDATION,B,,10.74,0,0.2,self_emp,URBAN,704.0,9300.0,-0.004753234176821889,-0.0173902582319918,100,71.80769373595963,343,28
30,120000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000.0,11.49,0,0.03,Employed,URBAN,629.0,3780.0,-0.008027217162249163,0.05669236834404992,100,23.792866406483824,945,30
39,31200.0,RENT,,PERSONAL,B,,11.49,0,0.21,self_emp,Rural,708.0,4560.0,0.019425771788306317,0.0019639822697417888,100,70.18396795944777,896,39
22,40000.0,MORTGAGE,1.0,EDUCATION,A,4800.0,5.42,0,0.12,self_emp,Rural,647.0,6000.0,-0.004513752310813436,0.00565837297143684,100,99.897597905257,713,22
29,158000.0,OWN,13.0,VENTURE,A,11000.0,8.49,0,0.07,employed,Urban,,1500.0,0.0015352845725035097,0.10570266626759693,100,86.42508729312878,882,29
26,69912.0,MORTGAGE,9.0,VENTURE,A,8000.0,6.99,0,0.11,employed,URBAN,796.0,0.0,0.004513228247434116,-0.024233798246930185,100,63.55743406977762,480,26
23,,MORTGAGE,5.0,MEDICAL,B,8000.0,11.49,0,0.08,Self-employed,Urban,692.0,9720.0,-0.011366931189208151,0.0613729515577425,100,93.99125010530999,292,23
25,45000.0,MORTGAGE,7.0,EDUCATION,A,7500.0,8.0,0,0.17,Employed,Urban,805.0,4080.0,0.012354837695030691,0.023984247027380667,100,99.11091724571402,239,25
33,34000.0,RENT,5.0,VENTURE,B,2400.0,11.99,0,0.07,employed,RURAL,710.0,1500.0,0.006371190404112276,-0.028595244612274154,100,57.02738913611044,996,33
31,33600.0,MORTGAGE,3.0,VENTURE,A,7000.0,7.14,0,0.21,self_emp,RURAL,569.0,12840.0,0.015583840118807818,-0.06578454452317366,100,27.363012572656466,261,31
24,,RENT,5.0,HOMEIMPROVEMENT,A,7000.0,,0,0.06,Self-employed,URBAN,596.0,1500.0,-0.006792219372181003,-0.051654252522774516,100,91.49832595980723,218,24
23,85000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,,8.63,0,0.08,self_emp,Rural,,4680.0,0.0009912579247616001,0.05653373989272556,100,84.41947755876181,4,23
23,60000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200.0,,0,0.12,self_emp,RURAL,731.0,10860.0,0.0003935575499419535,0.08671997634184785,100,8.461126150388598,536,23
26,38100.0,MORTGAGE,6.0,VENTURE,A,,7.9,0,0.1,employed,Rural,603.0,11760.0,0.0026388849435002183,0.004571995160511296,100,93.63747017822337,937,26
24,176004.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3200.0,10.0,0,0.02,Employed,Urban,837.0,4020.0,-0.014264639114237452,0.0036651014676592503,100,34.32693571641372,731,24
33,,RENT,7.0,HOMEIMPROVEMENT,D,13000.0,,0,0.17,employed,Urban,863.0,5520.0,0.003583340711969214,0.05498500189851612,100,32.00183149719248,524,33
30,48000.0,RENT,4.0,MEDICAL,A,7500.0,,0,0.16,employed,URBAN,528.0,4620.0,-0.021286491245185196,0.014581112533159246,100,51.60251795111942,594,30
26,61200.0,RENT,9.0,PERSONAL,B,3200.0,9.91,0,0.05,Self-employed,Urban,641.0,16920.0,-0.018515868342905865,0.006777065682622131,100,57.97737217715125,812,26
23,60000.0,MORTGAGE,,EDUCATION,A,15000.0,7.9,0,0.25,Employed,RURAL,568.0,6960.0,0.008185487164399983,-0.03496064237470592,100,42.56354374244589,137,23
26,77368.0,RENT,1.0,VENTURE,B,,10.0,0,0.19,Employed,Urban,641.0,8340.0,-0.005468384551947827,-0.04726335397366412,100,41.25789572005035,578,26
44,80000.0,MORTGAGE,,VENTURE,D,25000.0,15.33,0,0.31,Employed,Rural,775.0,2400.0,-0.009878580736322409,-0.15795440067726216,100,73.73137946255322,499,44
25,54000.0,MORTGAGE,7.0,EDUCATION,B,5500.0,10.59,0,0.1,self_emp,RURAL,875.0,4320.0,0.01270845621075548,0.06170583999709359,100,0.3027538277923125,166,25
33,32004.0,RENT,3.0,PERSONAL,A,4000.0,8.32,0,0.12,Employed,Rural,655.0,3000.0,0.0032762621732841495,-0.007330352761116274,100,94.6886461554297,96,33
27,140000.0,MORTGAGE,4.0,PERSONAL,B,2800.0,11.99,0,0.02,self_emp,Rural,,10380.0,0.008720901955337838,-0.02001986723678906,100,71.44336561361963,589,27
28,48879.0,RENT,4.0,PERSONAL,B,5000.0,,0,0.1,Self-employed,URBAN,827.0,4560.0,-0.0016624207232083046,-0.09758536481927167,100,70.72525285834178,825,28
23,75000.0,MORTGAGE,7.0,VENTURE,B,5400.0,12.69,0,0.07,Self-employed,RURAL,634.0,3240.0,-0.01654510394912746,0.0061124276598001764,100,80.40643031418986,381,23
22,30000.0,RENT,0.0,EDUCATION,A,,6.03,0,0.14,employed,Urban,799.0,16740.0,0.004828487457481086,-0.06806479668098527,100,73.87008811347197,505,22
26,60000.0,RENT,,DEBTCONSOLIDATION,A,16000.0,7.49,0,0.27,employed,URBAN,637.0,5160.0,-0.010513218142392297,-0.0649839276165183,100,59.47598801286852,870,26
34,30000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4300.0,7.9,0,0.14,self_emp,Urban,855.0,7800.0,-0.009222192771347148,0.09052630437835885,100,53.205285118476176,238,34
21,37000.0,RENT,0.0,PERSONAL,B,4000.0,10.08,0,0.11,self_emp,RURAL,,3060.0,-0.0002469764308499223,0.07463613143458149,100,52.71147441535922,339,21
27,36000.0,MORTGAGE,6.0,VENTURE,B,,11.49,0,0.11,self_emp,Rural,760.0,2940.0,0.0034974781524798153,-0.042614949954979886,100,59.5561304386709,239,27
34,103000.0,MORTGAGE,,VENTURE,A,3525.0,5.42,0,0.03,Employed,Urban,816.0,3480.0,-0.02470663282879401,-0.09882971599978654,100,99.37352970126912,146,34
23,,RENT,4.0,EDUCATION,B,25000.0,10.36,0,0.17,self_emp,URBAN,754.0,1200.0,0.010531214525238029,0.006402212150626004,100,98.7344943197862,364,23
25,85000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,24000.0,10.99,0,0.28,employed,RURAL,635.0,4320.0,-0.004944979738149775,0.0023470058118835796,100,98.16816942349634,66,25
24,,MORTGAGE,4.0,VENTURE,B,19750.0,11.12,0,0.26,self_emp,URBAN,535.0,2460.0,-0.013317474843981762,0.015845849349419905,100,54.86843909470372,474,24
28,131040.0,MORTGAGE,0.0,MEDICAL,C,10000.0,13.35,0,0.08,Self-employed,RURAL,897.0,4020.0,0.009410665514519308,0.03706869462386666,100,31.809389290233504,185,28
22,30000.0,RENT,1.0,EDUCATION,B,,10.65,0,0.2,Self-employed,Urban,617.0,9180.0,0.004379522629797555,0.014702054358200885,100,31.143806873610092,728,22
34,38769.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,,8.9,0,0.06,Employed,RURAL,866.0,4260.0,0.0048271276055613785,0.014997823437792929,100,90.34714123316282,503,34
22,49500.0,RENT,7.0,MEDICAL,C,2500.0,14.27,0,0.05,self_emp,RURAL,891.0,3120.0,-0.004135312588093303,-0.0276390358733904,100,23.760363784540495,309,22
22,60000.0,RENT,1.0,EDUCATION,A,6850.0,,0,0.11,employed,Rural,708.0,5880.0,0.00609909122654644,-0.06634135694335101,100,45.076137309413426,630,22
23,,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000.0,10.59,0,0.1,Self-employed,Urban,822.0,3120.0,-0.0014448784144442941,0.05779744682643006,100,12.991567468844313,541,23
28,70000.0,RENT,,MEDICAL,B,13000.0,12.18,0,0.19,Self-employed,RURAL,623.0,3840.0,0.00033567648069006086,-0.08354063807126347,100,31.618267331337748,890,28
30,200000.0,OWN,,VENTURE,A,16000.0,,0,0.08,self_emp,URBAN,640.0,5700.0,0.010893798361546077,0.0896526342608304,100,5.727703444702903,879,30
31,42100.0,RENT,4.0,DEBTCONSOLIDATION,B,5000.0,10.36,0,0.12,Employed,URBAN,633.0,5820.0,-0.0011387660773574096,-0.05707745337122048,100,31.933283185233265,72,31
23,90000.0,MORTGAGE,1.0,EDUCATION,A,4000.0,5.42,0,0.04,Self-employed,URBAN,823.0,4560.0,0.00015033925541790553,0.009483577199466797,100,6.901364727648307,757,23
26,34000.0,RENT,5.0,VENTURE,A,,7.9,0,0.22,Employed,Urban,663.0,6840.0,-0.00599649511450932,-0.08145965933484024,100,92.54450558977982,223,26
22,55000.0,MORTGAGE,2.0,MEDICAL,C,4800.0,12.98,0,0.09,Self-employed,Urban,,12900.0,0.004307399339818508,-0.06749905585108555,100,10.174595667973707,226,22
25,38000.0,MORTGAGE,,VENTURE,B,18800.0,,0,0.49,Employed,Rural,,7200.0,0.00349827912680088,0.044887352381231094,100,81.73413604635844,782,25
24,,RENT,8.0,HOMEIMPROVEMENT,E,10000.0,18.64,0,0.11,employed,URBAN,762.0,1080.0,0.00900775131790558,0.05140811557347357,100,90.61264103695133,580,24
25,80000.0,MORTGAGE,5.0,VENTURE,A,,5.99,0,0.15,Employed,Urban,546.0,3900.0,-0.0057912883700687616,0.011967946618382347,100,46.76705579948327,555,25
23,45600.0,OWN,7.0,EDUCATION,A,,7.9,0,0.31,employed,URBAN,671.0,3840.0,-0.004578169695901857,0.03705408327451205,100,5.392621600155179,369,23
24,42000.0,MORTGAGE,2.0,PERSONAL,A,10000.0,7.49,0,0.24,employed,RURAL,814.0,5700.0,0.007921373991454693,0.05224393713269863,100,59.5785683425769,541,24
22,52000.0,RENT,3.0,EDUCATION,C,5200.0,,0,0.1,Employed,URBAN,639.0,3720.0,0.002522130033628634,-0.03420884318996572,100,23.47683837564487,569,22
22,36000.0,OWN,6.0,EDUCATION,B,,9.63,0,0.21,employed,Rural,849.0,7200.0,-0.009062181261926946,-0.06994807171584073,100,17.665840367196083,630,22
26,,RENT,10.0,EDUCATION,A,28000.0,8.9,0,0.25,self_emp,Urban,729.0,8220.0,0.013065540677345007,-0.000685169310139731,100,56.676388985068506,999,26
24,84200.0,RENT,8.0,MEDICAL,C,24500.0,13.85,0,0.29,employed,RURAL,828.0,4740.0,-0.016984505684002508,-0.02886005929486042,100,35.63823948378469,545,24
29,160000.0,MORTGAGE,8.0,EDUCATION,A,7000.0,,0,0.04,Self-employed,Urban,896.0,5460.0,0.007842847532637517,0.01943107401004976,100,73.0378576846482,277,29
26,,RENT,3.0,MEDICAL,B,1800.0,11.36,0,0.05,Employed,RURAL,595.0,3420.0,-0.012652120359981967,0.027401430604396315,100,59.125105532876546,425,26
27,,MORTGAGE,11.0,EDUCATION,B,7500.0,,0,0.09,self_emp,URBAN,576.0,10080.0,0.01885788516485527,-0.03408253952846404,100,82.93412737213951,369,27
24,52000.0,MORTGAGE,,VENTURE,B,15000.0,10.0,0,0.29,Employed,URBAN,734.0,9720.0,-0.015445997269056233,0.03520542714832216,100,5.838586367001863,129,24
23,38000.0,OWN,,VENTURE,B,17500.0,11.11,0,0.46,Self-employed,Rural,559.0,4500.0,0.011522506518727485,0.032706918797565404,100,23.491904472516346,411,23
22,28000.0,OWN,1.0,VENTURE,A,12300.0,6.62,0,0.44,Self-employed,Rural,513.0,4800.0,-0.0008163436001124396,0.03616587894445098,100,56.69896840258078,514,22
31,42000.0,RENT,12.0,PERSONAL,B,12000.0,,0,0.29,Self-employed,RURAL,758.0,8220.0,-0.00366602569838744,-0.02038961885052967,100,88.04282324454653,832,31
27,,MORTGAGE,1.0,PERSONAL,C,6000.0,13.49,0,0.13,Employed,Rural,863.0,14160.0,-0.009044005023308696,0.03200923223782804,100,57.40720353745616,374,27
21,40000.0,RENT,5.0,VENTURE,A,10000.0,,0,0.25,Employed,Rural,621.0,6600.0,-0.008157877251685722,0.08388942815442632,100,63.145923700244666,747,21
25,39996.0,OWN,2.0,VENTURE,A,12000.0,8.94,0,0.3,self_emp,Rural,521.0,6720.0,-0.017073429536495998,-0.030348111199873365,100,59.51931875192075,74,25
22,72000.0,MORTGAGE,,VENTURE,B,,9.83,0,0.35,Employed,URBAN,695.0,13080.0,-0.005842290931920854,-0.055522726549973214,100,49.37615892785053,586,22
37,63000.0,RENT,1.0,DEBTCONSOLIDATION,A,14900.0,,0,0.24,Self-employed,Urban,709.0,1380.0,-0.009680129645892809,0.017865383801772407,100,88.77305170890341,129,37
33,65000.0,RENT,3.0,DEBTCONSOLIDATION,C,7000.0,14.26,0,0.11,Employed,URBAN,845.0,1500.0,0.011478027917597526,0.08350109941601123,100,82.94157247470807,479,33
23,96260.0,MORTGAGE,0.0,EDUCATION,D,25200.0,15.65,0,0.26,self_emp,URBAN,503.0,7200.0,-0.0058595076871381215,-0.1014776095600235,100,7.673565975131824,483,23
26,92700.0,MORTGAGE,6.0,EDUCATION,B,,,0,0.02,employed,Rural,672.0,8400.0,0.00509045144797144,0.0455333543893221,100,98.57294415763114,240,26
22,110000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,8000.0,13.85,0,0.07,Employed,URBAN,,4080.0,0.006543556905962175,-0.01305686677103141,100,22.99842029725967,157,22
25,42000.0,RENT,1.0,VENTURE,B,10000.0,10.99,0,0.24,Employed,RURAL,700.0,9600.0,0.011289567351829476,-0.01767604974405856,100,21.533938734190293,141,25
22,32484.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6250.0,7.51,1,0.19,employed,Rural,884.0,1740.0,0.9979974617318722,0.9117596079925704,0,94.3816246316724,969,22
25,253000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,F,25000.0,17.26,1,0.1,Employed,Rural,737.0,1800.0,1.0198888463875486,0.9949785506942571,0,44.48024279686684,744,25
33,57500.0,RENT,2.0,MEDICAL,B,2000.0,,0,0.03,employed,Rural,739.0,5400.0,-0.005893365645851804,0.030676808864161232,100,80.53647035937043,299,33
24,70000.0,MORTGAGE,6.0,VENTURE,A,,7.88,0,0.09,Self-employed,Urban,,3720.0,0.0023422041359956003,-0.05711910125197203,100,28.820227902392393,41,24
33,28800.0,RENT,5.0,MEDICAL,B,4000.0,9.88,0,0.14,employed,URBAN,503.0,15660.0,-0.011219681199494154,0.03530571653402353,100,83.23047653714514,728,33
22,43000.0,MORTGAGE,0.0,PERSONAL,B,,10.37,0,0.15,employed,RURAL,839.0,9480.0,-0.0028587225497912062,0.00890052629629534,100,51.94786716166209,345,22
32,60000.0,MORTGAGE,2.0,EDUCATION,D,,14.83,0,0.25,Employed,Rural,581.0,8580.0,0.0016151349923840732,0.05539201500134694,100,70.50559598527451,698,32
30,31000.0,MORTGAGE,3.0,VENTURE,D,12000.0,,1,0.39,Employed,Rural,562.0,4140.0,0.9956787895687058,0.9354980728055409,0,96.40281610084138,845,30
21,,RENT,5.0,EDUCATION,D,,,0,0.18,employed,RURAL,,6900.0,0.02440923965456535,-0.11271788365522373,100,45.20454399274628,398,21
30,,RENT,3.0,EDUCATION,C,4500.0,,0,0.15,Employed,Rural,531.0,7440.0,-0.008386236735995308,0.009335878038411833,100,49.420487467027044,41,30
37,52000.0,RENT,,HOMEIMPROVEMENT,B,10000.0,11.71,0,0.19,self_emp,Urban,809.0,2100.0,0.011794244681404277,0.009031288470253992,100,72.2803752173816,451,37
28,55000.0,MORTGAGE,2.0,EDUCATION,D,18000.0,14.11,0,0.33,self_emp,URBAN,,3780.0,0.008564598131487865,0.015559324835217714,100,38.64265606564118,438,28
28,33600.0,MORTGAGE,12.0,MEDICAL,A,,5.42,0,0.09,Employed,RURAL,794.0,1500.0,-0.008652090538522469,-0.09762316266466534,100,4.043576988641274,558,28
24,117996.0,MORTGAGE,6.0,VENTURE,E,18000.0,17.04,0,0.15,Self-employed,URBAN,891.0,7380.0,-0.005179672992165097,-0.046132890400077564,100,71.38510670401622,897,24
32,100000.0,RENT,7.0,DEBTCONSOLIDATION,C,14400.0,,0,0.14,Employed,Urban,,11340.0,-0.01785741281946263,-0.060401519405924246,100,42.93806258215645,508,32
22,43200.0,RENT,6.0,EDUCATION,B,5000.0,12.69,0,0.12,employed,Urban,881.0,11700.0,-0.014824765153636427,0.03509110151403377,100,41.34541575577879,718,22
30,50000.0,OWN,,DEBTCONSOLIDATION,D,10000.0,15.95,0,0.2,self_emp,Urban,850.0,2280.0,0.006184623923882185,-0.03437612112478804,100,54.70072525407679,891,30
23,57500.0,RENT,5.0,EDUCATION,A,9000.0,6.91,0,0.16,self_emp,RURAL,531.0,7320.0,0.007859740988654605,-0.0072735799771859126,100,33.511019282833324,410,23
22,42000.0,MORTGAGE,6.0,EDUCATION,C,,,0,0.35,Self-employed,RURAL,,1500.0,0.0058883195154194766,0.04649482223148081,100,67.15229841762343,186,22
23,44724.0,RENT,7.0,VENTURE,B,6500.0,10.96,0,0.15,employed,RURAL,808.0,9360.0,0.0016696762333416318,0.03415646225300112,100,61.18450609240544,855,23
23,44160.0,RENT,4.0,EDUCATION,C,10000.0,14.27,0,0.23,employed,Urban,664.0,4320.0,0.01460680332129137,-0.027638500661331472,100,56.04468153931982,131,23
23,45000.0,MORTGAGE,,EDUCATION,B,10000.0,11.11,0,0.22,Self-employed,RURAL,724.0,1680.0,-0.0061076265573173725,-0.030874818783198893,100,39.11572707451811,828,23
